Name,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2023-24 Atlanta Hawks,242.1,43.0,92.5,0.465,13.7,37.7,0.364,29.3,54.8,0.535,18.5,23.2,0.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,18.6,118.3
2022-23 Atlanta Hawks,242.1,44.6,92.4,0.483,10.8,30.5,0.352,33.9,61.8,0.548,18.5,22.6,0.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4
2021-22 Atlanta Hawks,240.3,41.5,88.3,0.47,12.9,34.4,0.374,28.6,53.9,0.531,18.1,22.3,0.812,10.0,33.9,44.0,24.6,7.2,4.2,11.9,18.7,113.9
2020-21 Atlanta Hawks,241.7,40.8,87.2,0.468,12.4,33.4,0.373,28.4,53.9,0.526,19.7,24.2,0.812,10.6,35.1,45.6,24.1,7.0,4.8,13.2,19.3,113.7
2019-20 Atlanta Hawks,243.0,40.6,90.6,0.449,12.0,36.1,0.333,28.6,54.5,0.525,18.5,23.4,0.79,9.9,33.4,43.3,24.0,7.8,5.1,16.2,23.1,111.8
2018-19 Atlanta Hawks,242.1,41.4,91.8,0.451,13.0,37.0,0.352,28.4,54.8,0.518,17.6,23.4,0.752,11.6,34.5,46.1,25.8,8.2,5.1,17.0,23.6,113.3
2017-18 Atlanta Hawks,240.3,38.2,85.5,0.446,11.2,31.0,0.36,27.0,54.5,0.495,15.8,20.2,0.785,9.1,32.8,41.9,23.7,7.8,4.2,15.5,19.6,103.4
2016-17 Atlanta Hawks,242.4,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,44.3,23.6,8.2,4.8,15.8,18.2,103.2
2015-16 Atlanta Hawks,241.8,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20.0,0.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8
2014-15 Atlanta Hawks,240.6,38.1,81.7,0.466,10.0,26.2,0.38,28.1,55.5,0.506,16.5,21.2,0.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5
2013-14 Atlanta Hawks,241.8,37.3,81.6,0.458,9.4,25.8,0.363,28.0,55.8,0.502,17.0,21.7,0.781,8.7,31.3,40.0,24.9,8.3,4.0,15.3,19.2,101.0
2012-13 Atlanta Hawks,242.1,37.6,81.0,0.464,8.6,23.2,0.371,29.0,57.8,0.501,14.1,19.7,0.715,9.2,31.6,40.9,24.5,8.1,4.5,14.9,18.0,98.0
2011-12 Atlanta Hawks,244.9,36.8,81.0,0.454,7.5,20.2,0.37,29.3,60.9,0.482,15.5,21.0,0.74,9.9,31.3,41.2,22.4,8.1,4.6,14.0,17.8,96.6
2010-11 Atlanta Hawks,240.6,36.2,78.4,0.462,6.1,17.4,0.352,30.1,61.0,0.494,16.4,21.1,0.779,9.3,30.0,39.3,22.0,6.1,4.2,13.6,19.0,95.0
2009-10 Atlanta Hawks,242.1,38.8,82.9,0.468,6.4,17.7,0.36,32.4,65.2,0.497,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5.0,12.0,19.9,101.7
2008-09 Atlanta Hawks,240.3,36.0,78.7,0.458,7.3,19.9,0.366,28.8,58.8,0.49,18.7,25.4,0.737,10.6,29.4,40.0,20.2,7.4,4.6,12.8,19.6,98.1
2007-08 Atlanta Hawks,242.1,36.3,79.9,0.454,4.7,13.1,0.356,31.6,66.8,0.473,21.0,27.2,0.772,12.3,29.9,42.2,22.0,7.3,5.5,14.9,20.4,98.2
2006-07 Atlanta Hawks,242.4,34.5,77.7,0.444,4.2,12.7,0.329,30.4,65.0,0.467,20.5,26.9,0.761,11.9,28.2,40.1,19.2,7.4,5.4,15.9,24.0,93.7
2005-06 Atlanta Hawks,242.4,35.9,79.2,0.454,5.2,14.1,0.367,30.8,65.1,0.472,20.2,26.9,0.75,13.0,27.2,40.3,19.8,7.2,4.8,15.7,25.0,97.2
2004-05 Atlanta Hawks,242.1,35.9,81.4,0.441,3.7,11.9,0.312,32.2,69.5,0.463,17.3,24.3,0.711,13.4,28.5,41.9,19.7,7.7,4.2,16.1,24.5,92.7
2003-04 Atlanta Hawks,242.7,34.5,79.6,0.433,5.1,15.2,0.335,29.4,64.4,0.456,18.7,24.1,0.776,12.1,30.6,42.7,20.1,7.6,5.0,16.5,22.3,92.8
2002-03 Atlanta Hawks,242.7,34.9,78.5,0.444,4.9,13.9,0.352,30.0,64.5,0.464,19.4,24.5,0.793,11.4,31.2,42.6,20.5,7.5,5.8,16.7,21.7,94.1
2001-02 Atlanta Hawks,241.2,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66.0,0.458,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94.0
2000-01 Atlanta Hawks,240.6,35.1,81.3,0.431,4.1,11.4,0.357,31.0,69.9,0.443,16.8,22.1,0.759,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0
1999-00 Atlanta Hawks,241.8,36.6,83.0,0.441,3.1,9.9,0.317,33.4,73.1,0.458,18.0,24.2,0.743,14.0,31.3,45.3,18.9,6.1,5.6,15.4,21.0,94.3
1998-99 Atlanta Hawks,241.5,30.8,75.2,0.409,3.9,12.9,0.306,26.8,62.3,0.431,20.8,28.4,0.731,13.5,30.0,43.5,15.6,6.9,5.2,14.9,19.7,86.3
1997-98 Atlanta Hawks,242.4,35.2,77.5,0.455,4.1,12.4,0.332,31.1,65.1,0.478,21.3,28.2,0.756,13.5,29.5,43.0,19.1,8.0,6.0,14.8,20.4,95.9
1996-97 Atlanta Hawks,241.5,34.3,76.9,0.446,8.0,22.4,0.359,26.3,54.5,0.481,18.2,23.8,0.763,12.5,28.7,41.1,19.0,8.5,5.2,15.0,19.4,94.8
1995-96 Atlanta Hawks,240.6,36.4,81.3,0.448,6.9,19.5,0.355,29.5,61.8,0.477,18.6,24.5,0.757,14.4,26.2,40.6,19.6,9.4,3.9,15.0,20.9,98.3
1994-95 Atlanta Hawks,242.1,36.4,81.5,0.447,6.6,19.3,0.341,29.8,62.2,0.48,17.2,23.8,0.724,13.5,27.7,41.2,21.4,9.0,5.0,14.9,22.0,96.6
1993-94 Atlanta Hawks,240.9,39.6,85.8,0.461,3.3,10.1,0.323,36.3,75.7,0.48,19.0,25.2,0.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4
1992-93 Atlanta Hawks,241.8,41.4,88.7,0.466,4.7,13.1,0.355,36.7,75.6,0.486,20.1,27.1,0.742,15.7,28.6,44.3,25.4,9.8,3.4,16.3,22.0,107.5
1991-92 Atlanta Hawks,242.7,42.6,91.2,0.467,2.6,8.2,0.313,40.0,83.0,0.482,18.5,25.3,0.731,15.7,30.5,46.2,25.9,9.7,3.9,15.3,21.6,106.2
1990-91 Atlanta Hawks,240.9,40.8,88.1,0.464,3.3,10.2,0.324,37.5,77.9,0.482,24.8,31.0,0.8,15.1,29.5,44.6,22.7,8.9,4.6,15.0,21.6,109.8
1989-90 Atlanta Hawks,240.6,41.7,85.6,0.487,1.5,5.0,0.302,40.2,80.6,0.498,23.7,31.0,0.764,15.5,26.7,42.2,22.2,8.7,4.3,15.5,22.8,108.5
1988-89 Atlanta Hawks,241.5,41.6,88.2,0.472,1.3,4.8,0.277,40.3,83.3,0.483,26.4,33.0,0.8,16.7,28.2,45.0,24.3,10.0,5.8,16.0,22.9,111.0
1987-88 Atlanta Hawks,241.2,42.0,86.6,0.485,1.0,3.4,0.301,41.0,83.2,0.492,22.8,29.8,0.767,15.0,29.0,44.0,25.1,7.7,6.5,14.9,25.0,107.9
1986-87 Atlanta Hawks,240.6,41.9,87.1,0.481,1.6,5.2,0.318,40.2,81.9,0.491,24.6,32.5,0.759,16.5,30.2,46.7,25.3,8.5,6.2,15.6,26.2,110.0
1985-86 Atlanta Hawks,241.5,42.0,85.7,0.49,0.4,2.0,0.199,41.6,83.7,0.497,24.1,33.0,0.732,15.2,29.3,44.6,24.7,9.0,5.3,18.1,26.5,108.6
1984-85 Atlanta Hawks,242.1,42.0,86.8,0.484,0.9,2.9,0.311,41.1,84.0,0.49,21.7,28.9,0.752,14.2,28.6,42.8,24.5,8.1,6.6,18.0,25.0,106.6
1983-84 Atlanta Hawks,242.1,39.4,83.0,0.474,0.3,1.3,0.217,39.1,81.7,0.478,22.4,29.4,0.761,13.6,27.2,40.8,22.3,7.6,6.8,16.2,25.5,101.5
1982-83 Atlanta Hawks,241.2,40.9,87.1,0.469,0.5,2.3,0.239,40.3,84.9,0.475,19.3,25.7,0.751,13.9,29.7,43.6,23.7,7.0,8.1,17.4,24.7,101.6
1981-82 Atlanta Hawks,242.4,39.1,82.6,0.474,0.3,1.6,0.219,38.8,81.1,0.479,22.4,29.1,0.768,13.8,28.9,42.7,22.1,7.4,5.9,16.4,27.7,101.0
1980-81 Atlanta Hawks,243.0,40.1,83.7,0.479,0.1,1.0,0.122,40.0,82.7,0.484,24.5,31.6,0.777,14.6,27.1,41.8,22.5,9.1,5.7,19.6,27.8,104.9
1979-80 Atlanta Hawks,241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,46.0,23.3,9.5,6.6,18.2,28.0,104.5
2023-24 Boston Celtics,241.8,43.9,90.2,0.487,16.5,42.5,0.388,27.4,47.7,0.575,16.3,20.2,0.807,10.7,35.6,46.3,26.9,6.8,6.6,11.9,16.2,120.6
2022-23 Boston Celtics,243.7,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9
2021-22 Boston Celtics,242.7,40.7,87.4,0.466,13.2,37.1,0.356,27.5,50.3,0.547,17.0,20.9,0.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8
2020-21 Boston Celtics,241.4,41.5,88.9,0.466,13.6,36.4,0.374,27.9,52.5,0.53,16.1,20.8,0.775,10.6,33.6,44.3,23.5,7.7,5.3,14.1,20.4,112.6
2019-20 Boston Celtics,242.1,41.3,89.6,0.461,12.6,34.5,0.364,28.7,55.0,0.522,18.6,23.2,0.801,10.7,35.4,46.1,23.0,8.3,5.6,13.8,21.6,113.7
2018-19 Boston Celtics,241.2,42.1,90.5,0.465,12.6,34.5,0.365,29.5,56.0,0.527,15.6,19.5,0.802,9.8,34.7,44.5,26.3,8.6,5.3,12.8,20.4,112.4
2017-18 Boston Celtics,241.5,38.3,85.1,0.45,11.5,30.4,0.377,26.9,54.7,0.491,16.0,20.7,0.771,9.4,35.1,44.5,22.5,7.4,4.5,14.0,19.7,104.0
2016-17 Boston Celtics,240.9,38.6,85.1,0.454,12.0,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,42.0,25.2,7.5,4.1,13.3,20.6,108.0
2015-16 Boston Celtics,241.2,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7
2014-15 Boston Celtics,242.4,38.9,87.9,0.443,8.0,24.6,0.327,30.9,63.3,0.488,15.4,20.5,0.754,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4
2013-14 Boston Celtics,240.6,36.5,83.9,0.435,7.0,21.1,0.333,29.5,62.9,0.47,16.2,20.8,0.777,12.0,30.5,42.5,21.0,7.1,4.2,15.4,21.3,96.2
2012-13 Boston Celtics,244.9,37.0,79.7,0.465,6.1,17.2,0.358,30.9,62.6,0.494,16.3,21.0,0.776,8.1,31.3,39.3,22.8,8.2,4.5,14.6,21.2,96.5
2011-12 Boston Celtics,241.5,35.5,77.1,0.46,5.5,15.0,0.367,30.0,62.1,0.483,15.4,19.8,0.778,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,91.8
2010-11 Boston Celtics,241.2,36.9,75.8,0.486,5.0,13.6,0.365,31.9,62.2,0.513,17.8,23.1,0.77,7.8,31.0,38.8,23.4,8.2,4.2,14.6,20.5,96.5
2009-10 Boston Celtics,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31.0,59.3,0.523,19.0,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2
2008-09 Boston Celtics,242.4,37.5,77.2,0.486,6.6,16.5,0.397,30.9,60.7,0.51,19.4,25.3,0.765,10.6,31.5,42.1,22.7,7.6,4.7,15.6,23.1,100.9
2007-08 Boston Celtics,240.9,36.4,76.7,0.475,7.3,19.1,0.381,29.1,57.6,0.506,20.5,26.5,0.771,10.1,31.9,42.0,22.4,8.5,4.6,15.2,22.7,100.5
2006-07 Boston Celtics,242.1,34.9,78.7,0.443,5.7,15.6,0.367,29.1,63.1,0.462,20.4,26.6,0.767,11.2,29.2,40.4,19.9,7.2,4.7,16.5,24.0,95.8
2005-06 Boston Celtics,242.4,36.0,77.1,0.467,5.7,15.7,0.362,30.3,61.4,0.494,20.3,26.9,0.755,9.9,29.7,39.6,20.9,7.0,5.1,16.6,24.8,98.0
2004-05 Boston Celtics,242.4,37.1,79.4,0.468,5.3,15.3,0.349,31.8,64.1,0.496,21.6,28.3,0.764,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3
2003-04 Boston Celtics,240.3,34.7,78.2,0.443,6.7,19.5,0.346,27.9,58.7,0.475,19.2,25.5,0.75,10.4,29.8,40.1,20.5,9.4,4.0,16.2,22.4,95.3
2002-03 Boston Celtics,241.8,32.9,79.4,0.415,8.8,26.3,0.334,24.2,53.1,0.455,18.0,24.3,0.742,10.4,30.1,40.5,19.2,8.8,3.7,14.0,21.4,92.7
2001-02 Boston Celtics,241.8,34.8,82.1,0.424,8.5,23.7,0.359,26.3,58.4,0.45,18.3,23.9,0.764,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,96.4
2000-01 Boston Celtics,241.8,33.8,79.1,0.428,7.2,19.9,0.363,26.6,59.2,0.45,19.8,26.7,0.74,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6
1999-00 Boston Celtics,240.6,37.2,83.9,0.444,5.1,15.4,0.331,32.2,68.5,0.469,19.8,26.5,0.745,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1,99.3
1998-99 Boston Celtics,243.0,36.3,83.3,0.436,5.5,15.2,0.36,30.9,68.1,0.453,14.9,21.5,0.692,13.6,29.2,42.8,21.5,9.1,5.1,16.1,23.9,93.0
1997-98 Boston Celtics,240.6,36.7,84.6,0.434,5.1,15.2,0.332,31.7,69.3,0.457,17.4,24.0,0.726,14.6,24.9,39.5,22.1,12.0,4.5,16.2,26.9,95.9
1996-97 Boston Celtics,242.7,37.4,85.0,0.44,5.7,16.2,0.351,31.7,68.7,0.461,20.1,26.8,0.75,13.4,26.7,40.0,21.9,9.9,3.8,16.4,23.4,100.6
1995-96 Boston Celtics,242.7,38.6,84.7,0.456,6.6,17.7,0.371,32.0,66.9,0.478,19.9,27.9,0.714,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6
1994-95 Boston Celtics,241.5,38.8,83.5,0.464,4.4,12.0,0.368,34.4,71.5,0.48,20.8,27.7,0.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8
1993-94 Boston Celtics,242.7,40.6,86.1,0.472,1.7,5.8,0.289,39.0,80.2,0.486,17.8,24.4,0.73,12.6,29.0,41.7,23.5,8.2,5.4,15.1,22.5,100.8
1992-93 Boston Celtics,241.2,42.1,86.5,0.487,1.3,4.7,0.287,40.8,81.8,0.498,18.1,23.3,0.777,13.1,29.7,42.8,24.4,7.9,5.6,14.3,22.7,103.7
1991-92 Boston Celtics,241.2,43.2,87.8,0.492,1.3,4.4,0.306,41.9,83.4,0.502,18.9,23.4,0.808,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6
1990-91 Boston Celtics,241.5,45.1,88.0,0.512,1.3,4.2,0.315,43.7,83.8,0.522,20.1,24.4,0.824,13.3,32.9,46.2,26.3,8.2,6.9,16.1,20.7,111.5
1989-90 Boston Celtics,240.3,43.5,87.2,0.498,1.3,4.9,0.262,42.2,82.2,0.513,21.8,26.3,0.832,13.0,33.0,46.0,29.5,6.6,5.5,15.3,20.9,110.0
1988-89 Boston Celtics,241.2,42.9,87.1,0.493,1.0,3.8,0.252,42.0,83.3,0.504,22.4,28.6,0.783,14.4,29.8,44.2,26.7,7.8,5.1,16.3,22.9,109.2
1987-88 Boston Celtics,241.2,43.9,84.2,0.521,3.3,8.6,0.384,40.6,75.6,0.537,22.5,28.0,0.803,11.3,29.8,41.1,29.9,7.6,5.1,15.9,22.0,113.6
1986-87 Boston Celtics,241.5,44.5,86.0,0.517,2.5,6.9,0.366,41.9,79.1,0.53,21.2,26.3,0.808,11.4,31.5,42.9,29.5,6.8,6.4,15.9,20.9,112.6
1985-86 Boston Celtics,242.1,45.3,89.2,0.508,1.7,4.8,0.351,43.7,84.4,0.517,21.8,27.4,0.794,12.9,33.6,46.4,29.1,7.8,6.2,16.6,21.4,114.1
1984-85 Boston Celtics,240.3,45.4,89.3,0.508,1.3,3.8,0.356,44.0,85.6,0.515,22.7,28.1,0.806,13.6,32.1,45.7,27.9,7.9,5.0,16.2,21.7,114.8
1983-84 Boston Celtics,243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31.0,45.1,25.9,8.2,5.2,17.3,23.8,112.1
1982-83 Boston Celtics,241.8,45.3,92.0,0.492,0.5,2.3,0.21,44.8,89.8,0.499,21.1,28.6,0.737,15.5,30.9,46.4,27.0,9.6,6.4,18.8,25.1,112.1
1981-82 Boston Celtics,241.2,44.6,89.4,0.499,0.6,2.2,0.266,44.0,87.2,0.505,22.2,30.0,0.74,15.3,30.4,45.6,25.9,8.0,6.9,17.7,24.6,112.0
1980-81 Boston Celtics,241.2,43.7,86.6,0.504,0.8,2.9,0.27,42.9,83.6,0.513,21.7,28.9,0.752,14.1,29.6,43.6,26.9,8.3,7.2,19.2,24.3,109.9
1979-80 Boston Celtics,242.4,44.1,90.1,0.49,2.0,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15.0,30.0,44.9,26.8,9.9,3.8,18.8,24.1,113.5
2023-24 Brooklyn Nets,241.5,40.7,89.1,0.456,13.3,36.7,0.362,27.4,52.4,0.522,15.8,20.9,0.756,11.4,32.6,44.1,25.6,6.8,5.2,13.1,18.5,110.4
2022-23 Brooklyn Nets,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,17.7,22.1,0.8,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4
2021-22 Brooklyn Nets,240.9,42.0,88.4,0.475,11.5,31.7,0.361,30.5,56.7,0.538,17.5,21.7,0.805,10.3,34.1,44.4,25.3,7.1,5.5,14.1,20.4,112.9
2020-21 Brooklyn Nets,241.7,43.1,87.3,0.494,14.2,36.1,0.392,29.0,51.2,0.565,18.1,22.5,0.804,8.9,35.5,44.4,26.8,6.7,5.3,13.5,19.0,118.6
2019-20 Brooklyn Nets,242.8,40.4,90.3,0.448,13.1,38.1,0.343,27.3,52.1,0.524,17.9,24.1,0.745,10.6,37.3,47.9,24.5,6.4,4.5,15.3,21.0,111.8
2018-19 Brooklyn Nets,243.7,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19.0,25.5,0.745,11.0,35.6,46.6,23.8,6.6,4.1,15.1,21.5,112.2
2017-18 Brooklyn Nets,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,44.4,23.7,6.2,4.8,15.2,20.6,106.6
2016-17 Brooklyn Nets,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8
2015-16 Brooklyn Nets,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66.0,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6
2014-15 Brooklyn Nets,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0
2013-14 Brooklyn Nets,242.4,35.7,77.9,0.459,8.6,23.4,0.369,27.1,54.5,0.497,18.4,24.4,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5
2012-13 Brooklyn Nets,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9
2023-24 Brooklyn Nets,241.5,40.7,89.1,0.456,13.3,36.7,0.362,27.4,52.4,0.522,15.8,20.9,0.756,11.4,32.6,44.1,25.6,6.8,5.2,13.1,18.5,110.4
2022-23 Brooklyn Nets,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,17.7,22.1,0.8,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4
2021-22 Brooklyn Nets,240.9,42.0,88.4,0.475,11.5,31.7,0.361,30.5,56.7,0.538,17.5,21.7,0.805,10.3,34.1,44.4,25.3,7.1,5.5,14.1,20.4,112.9
2020-21 Brooklyn Nets,241.7,43.1,87.3,0.494,14.2,36.1,0.392,29.0,51.2,0.565,18.1,22.5,0.804,8.9,35.5,44.4,26.8,6.7,5.3,13.5,19.0,118.6
2019-20 Brooklyn Nets,242.8,40.4,90.3,0.448,13.1,38.1,0.343,27.3,52.1,0.524,17.9,24.1,0.745,10.6,37.3,47.9,24.5,6.4,4.5,15.3,21.0,111.8
2018-19 Brooklyn Nets,243.7,40.3,89.7,0.449,12.8,36.2,0.353,27.5,53.6,0.513,19.0,25.5,0.745,11.0,35.6,46.6,23.8,6.6,4.1,15.1,21.5,112.2
2017-18 Brooklyn Nets,242.1,38.2,86.8,0.441,12.7,35.7,0.356,25.5,51.1,0.5,17.4,22.6,0.772,9.7,34.8,44.4,23.7,6.2,4.8,15.2,20.6,106.6
2016-17 Brooklyn Nets,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8
2015-16 Brooklyn Nets,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66.0,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6
2014-15 Brooklyn Nets,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0
2013-14 Brooklyn Nets,242.4,35.7,77.9,0.459,8.6,23.4,0.369,27.1,54.5,0.497,18.4,24.4,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5
2012-13 Brooklyn Nets,242.1,35.9,79.8,0.45,7.7,21.5,0.357,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9
2013-14 Charlotte Bobcats,242.7,36.3,82.1,0.442,6.3,17.9,0.351,30.0,64.1,0.468,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9
2012-13 Charlotte Bobcats,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64.0,0.448,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4
2011-12 Charlotte Bobcats,240.8,33.2,80.2,0.414,4.0,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,87.0
2010-11 Charlotte Bobcats,241.5,35.0,77.6,0.451,4.8,14.7,0.327,30.2,63.0,0.48,18.4,24.4,0.756,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,93.3
2009-10 Charlotte Bobcats,242.4,34.9,76.9,0.453,5.6,16.2,0.346,29.2,60.7,0.482,20.0,26.6,0.751,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3
2008-09 Charlotte Bobcats,243.0,35.0,76.8,0.455,6.0,16.3,0.366,29.0,60.5,0.479,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6
2007-08 Charlotte Bobcats,242.4,36.1,79.9,0.452,6.5,17.6,0.367,29.6,62.3,0.476,18.4,25.8,0.714,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1
2006-07 Charlotte Bobcats,244.0,36.1,81.0,0.446,5.6,15.6,0.357,30.5,65.4,0.467,19.1,26.0,0.734,11.2,28.6,39.8,22.4,7.8,4.5,14.9,24.2,96.9
2005-06 Charlotte Bobcats,242.7,36.1,83.5,0.433,5.2,15.4,0.339,30.9,68.1,0.454,19.4,26.7,0.729,12.1,27.7,39.8,20.9,10.0,4.3,14.2,23.9,96.9
2004-05 Charlotte Bobcats,242.4,36.1,83.6,0.432,3.9,10.7,0.363,32.2,72.9,0.442,18.1,25.6,0.709,13.2,28.5,41.7,21.9,8.5,5.4,14.5,23.1,94.3
2023-24 Chicago Bulls,243.7,42.0,89.5,0.47,11.5,32.1,0.358,30.6,57.4,0.532,16.7,21.1,0.791,11.2,32.6,43.8,25.0,7.8,4.8,12.2,18.8,112.3
2022-23 Chicago Bulls,242.7,42.5,86.8,0.49,10.4,28.9,0.361,32.1,57.9,0.555,17.6,21.8,0.809,8.5,33.9,42.4,24.5,7.9,4.5,13.4,18.9,113.1
2021-22 Chicago Bulls,240.6,41.7,86.9,0.48,10.6,28.8,0.369,31.1,58.1,0.535,17.5,21.5,0.813,8.7,33.7,42.3,23.9,7.1,4.1,12.8,18.8,111.6
2020-21 Chicago Bulls,241.4,42.2,88.6,0.476,12.6,34.0,0.37,29.6,54.6,0.542,13.8,17.5,0.791,9.6,35.3,45.0,26.8,6.7,4.2,15.1,18.9,110.7
2019-20 Chicago Bulls,241.2,39.6,88.6,0.447,12.2,35.1,0.348,27.4,53.5,0.511,15.5,20.5,0.755,10.5,31.4,41.9,23.2,10.0,4.1,15.5,21.8,106.8
2018-19 Chicago Bulls,242.7,39.8,87.9,0.453,9.1,25.9,0.351,30.7,62.0,0.496,16.2,20.7,0.783,8.8,34.1,42.9,21.9,7.4,4.3,14.1,20.3,104.9
2017-18 Chicago Bulls,242.1,38.7,88.8,0.435,11.0,31.1,0.355,27.6,57.8,0.478,14.6,19.2,0.759,9.6,35.0,44.7,23.5,7.6,3.5,14.0,19.2,102.9
2016-17 Chicago Bulls,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31.0,64.8,0.479,18.0,22.5,0.798,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9
2015-16 Chicago Bulls,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21.0,0.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6
2014-15 Chicago Bulls,242.4,36.6,82.9,0.442,7.9,22.3,0.353,28.7,60.6,0.474,19.7,25.2,0.783,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8
2013-14 Chicago Bulls,243.0,34.7,80.2,0.432,6.2,17.8,0.348,28.5,62.4,0.456,18.1,23.3,0.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7
2012-13 Chicago Bulls,241.8,35.7,81.7,0.437,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2
